step,train_loss,tok_s,mfu
321,3.214514970779419,1298592.831931974,8.41007421118059
322,3.213801622390747,1296870.157023045,8.398917655045686
324,3.2215075492858887,1296555.9704054028,8.396882888869902
327,3.2226760387420654,1294542.0361650283,8.383840050497856
330,3.150352954864502,1299945.9424088728,8.41883735790897
332,3.1541221141815186,1297410.3304333421,8.402415979043628
337,3.1411492824554443,1298347.6806027517,8.408486538107834
340,3.1417229175567627,1300492.99703693,8.422380246724002
341,3.139169454574585,1297327.4944861468,8.401879508761231
352,3.126615047454834,1298704.4843257198,8.410797305359278
353,3.1375694274902344,1297943.3699520873,8.405868101833702
354,3.117839813232422,1297021.4046729438,8.39989717990416
358,3.136108875274658,1297963.7911420758,8.406000355546384
362,3.113285779953003,1297688.1701263643,8.404215351702767
364,3.1175642013549805,1297746.3414160565,8.404592086312137
369,3.1287033557891846,1298245.163039694,8.40782260381522
370,3.1007699966430664,1298331.668952886,8.408382841891205
375,3.122037887573242,1297340.274336984,8.401962274884148
396,3.0933847427368164,1297577.739327853,8.403500168938898
398,3.097745418548584,1297572.2719114732,8.403464760320917
401,3.1034724712371826,1295578.9373889356,8.390555331861107
404,3.0961849689483643,1297251.8309539123,8.40138948917578
405,3.088068962097168,1296659.6427988948,8.397554302188595
406,3.0942790508270264,1297754.552788802,8.40464526560935
407,3.0728962421417236,1297660.913162801,8.404038827483085
421,3.0303895473480225,1295238.2167382988,8.388348723379465
425,3.0202653408050537,1298805.2919499795,8.411450165578609
429,3.0158262252807617,1297739.5587796238,8.404548159937109
430,3.015080451965332,1297165.8780679489,8.40083283266895
441,2.9613239765167236,1297596.3818777662,8.403620903648347
444,2.9348835945129395,1297648.0980883357,8.403955833241454
447,2.9414920806884766,1250733.0892323323,8.100120253377531
450,2.892718553543091,1299929.146785309,8.418728584445018
456,2.8954882621765137,1297310.9518391574,8.40177237364897
457,2.901893138885498,1297268.7572796615,8.401499109106043
471,2.842026472091675,1297796.27619998,8.40491547885535
472,2.8354971408843994,1297004.444693897,8.399787342025114
479,2.814647912979126,1285113.1407713857,8.322775713748037
481,2.8151562213897705,1297249.8031627873,8.401376356596096
488,2.7478675842285156,1296044.4576709203,8.393570179950538
490,2.742460012435913,1296703.1086401343,8.397835799930986
495,2.7331671714782715,1295769.6919342917,8.391790715149169
497,2.7563464641571045,1296297.882354158,8.39521143372968
503,2.7023613452911377,1297700.2448172176,8.404293550999462
504,2.7161498069763184,1297322.2843856148,8.401845766597372
505,2.7169249057769775,1297577.9344214788,8.403501432423363
515,2.6867637634277344,1296452.3787055647,8.39621199814736
522,2.699136734008789,1295520.3391986655,8.39017583251636
530,2.684189796447754,1299205.6019678665,8.41404269256253
531,2.6829476356506348,1297304.0589935707,8.401727733526613
534,2.6589462757110596,1298647.981022167,8.41043137312527
539,2.698909282684326,1298097.327548911,8.406865177116135
541,2.674684762954712,1297968.4271892542,8.406030379969636
543,2.673718214035034,1209192.9760424378,7.831094099777021
547,2.644400119781494,1297373.5389232864,8.402177706259195
548,2.636129140853882,1298070.4993173666,8.406691429492788
550,2.625117778778076,1298257.2673870595,8.407900995176327
553,2.615678310394287,1296412.39737669,8.395953067145564
555,2.6168365478515625,1296340.7309644325,8.395488934100383
559,2.613170623779297,1298159.4328521325,8.407267389569613
567,2.6531238555908203,1296696.3601554271,8.39779209473271
568,2.6254513263702393,1296978.1452908223,8.399617019252549
570,2.602525234222412,1300118.1636820717,8.419952714202902
573,2.619128942489624,1297575.5290730968,8.403485854670354
580,2.6402320861816406,1300053.2838154489,8.419532532849907
589,2.591815233230591,1297376.5165829258,8.40219699047048
593,2.6123509407043457,1297355.0632914838,8.402058052561177
595,2.5841753482818604,1299360.2874640126,8.415044481937915
600,2.5930914878845215,1298161.1766111974,8.407278682673025
601,2.604846715927124,1297464.3837626744,8.402766044514397
612,2.571089029312134,1297889.568282439,8.405519666186054
614,2.557790756225586,1295090.4861966367,8.387391976362169
620,2.5823075771331787,1300224.7499716433,8.42064299878106
627,2.557621717453003,1296080.4409193129,8.393803218191549
629,2.535771131515503,1297128.9447745092,8.400593641653067
630,2.554168701171875,1298639.2396501175,8.410374761394607
635,2.5584781169891357,1295877.7308238302,8.392490407197645
636,2.5463809967041016,1296681.4394949714,8.397695464088658
639,2.5615901947021484,1253313.5062392002,8.116831802979469
640,2.539860248565674,1300095.3542454923,8.419804993493504
643,2.555276870727539,1296562.9362653338,8.396928001854914
647,2.5487265586853027,1298282.0538339382,8.408061519593648
650,2.5567879676818848,1296704.5710748017,8.397845271093756
651,2.5395610332489014,1299075.6960264482,8.413201382968838
656,2.5376644134521484,1297511.8901323592,8.403073709923238
664,2.5660483837127686,1297174.1230170634,8.400886229416734
671,2.5508017539978027,1218493.3055964038,7.89132580583143
680,2.536876916885376,1300013.771522481,8.419276639464433
684,2.5331931114196777,1298441.444295012,8.40909377972417
689,2.546778917312622,1296527.835986442,8.396700681987552
692,2.5164079666137695,1297053.3725873826,8.400104213645758
698,2.5311412811279297,1298127.7165408519,8.407061985285054
700,2.535583019256592,1296893.4886205604,8.399068757424926
702,2.490746259689331,1297094.7428567105,8.400372139839888
703,2.5170438289642334,1259038.4121023715,8.15390799959582
707,2.4859886169433594,1296337.71077946,8.395469374482367
709,2.5051426887512207,1297192.3527822848,8.401004290809494
710,2.510854482650757,1300352.5669340747,8.421470779524233
716,2.488236427307129,1297780.249235497,8.404811683456694
719,2.4929075241088867,1296785.724540305,8.39837084512327
721,2.492626667022705,1297758.0044074347,8.404667619320332
725,2.523331880569458,1297406.769096745,8.402392914766407
729,2.477522850036621,1297675.9511243878,8.404136217804224
730,2.5385360717773438,1300098.523339152,8.41982551748856
750,2.5086729526519775,1298775.948234005,8.41126012692838
757,2.486314058303833,1298796.7487468433,8.41139483724889
762,2.449108362197876,1294855.6743009936,8.38587126454283
765,2.4810354709625244,1298050.816344295,8.406563956692878
767,2.4306788444519043,1244205.6892316306,8.057846865551811
771,2.5013670921325684,1295647.2160570044,8.39099752486524
773,2.485441207885742,1296536.8415289186,8.396759004564634
774,2.4815471172332764,1296753.3729090625,8.39816132631729
775,2.497919797897339,1295854.137890227,8.392337612328008
780,2.490424156188965,1297560.8820101519,8.403390995925324
788,2.48923921585083,1297339.145134953,8.40195496183525
789,2.4655449390411377,1297541.983580723,8.403268604063868
793,2.4526126384735107,1296325.6790598005,8.39539145347993
797,2.4592723846435547,1277917.1370226936,8.276172248780194
806,2.450005531311035,1297620.0294629503,8.403774052457907
809,2.492398500442505,1224201.0055869652,7.928290572088735
815,2.4281551837921143,1194659.3578364372,7.736970056686789
823,2.4127678871154785,1298052.1934420643,8.406572875188461
826,2.4197072982788086,1295797.3450935874,8.391969805250492
830,2.4369921684265137,1298979.2796988632,8.412576962095553
839,2.4174299240112305,1295684.054612036,8.391236102326959
841,2.412489175796509,1296419.358488514,8.395998149380421
846,2.4267101287841797,1297589.744522851,8.403577918159723
858,2.4354922771453857,1297168.0861251906,8.400847132705735
863,2.3994250297546387,1295917.854556142,8.39275026044654
865,2.396165132522583,1295896.5936174605,8.392612568271046
872,2.417301654815674,1296422.0432566723,8.396015536739181
876,2.4080867767333984,1295973.2083406928,8.393108748052892
880,2.439379930496216,1298634.1782323676,8.410341982144757
882,2.4349660873413086,1295821.2362147884,8.39212453127188
893,2.4219439029693604,1297471.8779463011,8.402814579081124
894,2.410592794418335,1297260.9324203045,8.401448432984731
900,2.400420665740967,1298130.7748034187,8.40708179150492
916,2.3987653255462646,1295395.790033617,8.389369215002969
918,2.4092679023742676,1296374.7536915871,8.395709275421543
921,2.399561882019043,1296087.5186184077,8.393849055480317
922,2.3883681297302246,1297735.0809616195,8.404519160253146
930,2.4114880561828613,1299958.525712215,8.418918851131732
932,2.431971549987793,1295434.4851676105,8.389619816223377
938,2.4140563011169434,1295997.5296234873,8.393266259928964
941,2.424956798553467,1296212.5509506518,8.394658802128468
942,2.4036648273468018,1296504.6826580688,8.396550734132406
946,2.3630292415618896,1295535.959048588,8.390276991319785
948,2.365614414215088,1296045.6334786755,8.393577794832
956,2.3572611808776855,1297914.5607874354,8.405681525097156
965,2.389570951461792,1296655.2261448125,8.397525698620422
974,2.390876293182373,1296672.0471114106,8.39763463621342
977,2.374441146850586,1296159.877224826,8.394317671381184
979,2.3525969982147217,1296940.779143842,8.399375024948128
980,2.3733394145965576,1298830.8562731494,8.411615727754628
981,2.3786470890045166,1298431.8969676641,8.409031948386787
985,2.3777811527252197,1296821.867646046,8.398604918648113
986,2.3959908485412598,1297802.208911463,8.404953900863092
992,2.3845250606536865,1297717.4687245153,8.404405098156523
994,2.370035409927368,1296715.6709345342,8.397917157093577
995,2.3837058544158936,1296257.5299734068,8.394950099685342
997,2.385091543197632,1296848.7485430145,8.398779007348441
1000,2.3449432849884033,1297591.2049438031,8.403587376281072
1004,2.3507065773010254,1296481.9509432574,8.396403516772345
1015,2.3819339275360107,1296548.4146562698,8.396833955586606
1017,2.3393361568450928,1296137.101524432,8.394170169157382
1018,2.3342270851135254,1297941.2540444885,8.405854398585468
1019,2.3289711475372314,1296617.8761971581,8.397283809227662
1020,2.3457789421081543,1297714.7617247629,8.404387566819333
1031,2.3102176189422607,1295411.768560349,8.389472696704313
1032,2.3260319232940674,1297041.590697984,8.40002791061855
1035,2.340712785720825,1298395.0949247738,8.408793607388578
1038,2.322695255279541,1297251.1007237153,8.401384759987387
1040,2.3681721687316895,1299772.4681714114,8.417713887045045
1041,2.3903603553771973,1296998.2577769966,8.399747273707323
1042,2.3548965454101562,1297074.8503980888,8.400243310349122
1050,2.328460216522217,1297909.6616536456,8.4056497968466
1053,2.348069429397583,1297750.071655087,8.404616244451857
1058,2.379514694213867,1296824.754562557,8.39862361517985
1059,2.366000175476074,1296904.0864408321,8.399137392067573
1068,2.3318581581115723,1296033.378911088,8.393498430599958
1074,2.3300094604492188,1297507.9758227428,8.403048359687542
1076,2.350853681564331,1297264.5820303024,8.401472068946804
1082,2.3786752223968506,1295640.288849486,8.39095266220477
1083,2.352296829223633,1296591.0906452413,8.397110338010304
1087,2.3701717853546143,1279249.702559948,8.284802340356242
1091,2.3419201374053955,1298935.7013574278,8.412294735768363
1093,2.325819969177246,1297111.2711648282,8.400479182089343
1099,2.3183982372283936,1297532.1139064573,8.403204685111774
1103,2.3173391819000244,1296205.7955537857,8.39461505216499
1106,2.296670913696289,1296247.7455284817,8.394886732703858
1107,2.3225784301757812,1297736.6589554248,8.404529379811333
1114,2.303450345993042,1297637.0400709265,8.403884218224988
1115,2.31249737739563,1296050.0371702441,8.39360631445107
1118,2.326352834701538,1296511.5012859676,8.3965948935989
1119,2.306568145751953,1229836.158581928,7.964785502380692
1123,2.2981526851654053,1296439.1907733073,8.396126589167542
1125,2.303656816482544,1295668.5136417327,8.391135454371456
1132,2.292818307876587,1295649.238040967,8.39101061983601
1133,2.287855863571167,1295517.8542389516,8.390159739176637
1136,2.2973484992980957,1295856.8571512392,8.392355223072771
1139,2.2931394577026367,1296803.1735692408,8.398483850235152
1145,2.2866976261138916,1297384.3115348732,8.402247472902493
1162,2.3074288368225098,1298177.6589817407,8.407385427417058
1164,2.2990012168884277,1297360.466275809,8.40209304389797
1165,2.3056342601776123,1296559.2986183867,8.396904443369122
1171,2.271544933319092,1297634.7115839403,8.403869138249286
1172,2.3082237243652344,1297702.3936651128,8.404307467578873
1173,2.274648666381836,1296735.9540854208,8.398048516823893
1181,2.296733856201172,1298224.5754787978,8.407689272634954
1182,2.3138058185577393,1298969.790435659,8.41251550679887
1186,2.3039376735687256,1296979.886679895,8.399628297007187
1188,2.2671844959259033,1297837.3051370413,8.40518119447999
1194,2.302500009536743,1298354.4824583083,8.408530588951638
1197,2.295591115951538,1298098.9112445584,8.40687543360115
1198,2.2925875186920166,1295370.511175762,8.389205501585408
1213,2.320279121398926,1296788.2416301833,8.398387146547513
1215,2.311603307723999,1296881.1706962793,8.398988982876059
1216,2.2739298343658447,1297601.9610981785,8.403657036342564
1219,2.2796645164489746,1296190.3894744779,8.394515277803778
1222,2.288123369216919,1297551.4295150973,8.403329778750134
1226,2.28963303565979,1297436.467566529,8.40258525090804
1230,2.2820873260498047,1300234.9089450543,8.420708791320642
1232,2.2905077934265137,1298187.7851875818,8.40745100774409
1234,2.293687343597412,1296987.9487867702,8.399680509614134
1245,2.262519121170044,1295706.1107182151,8.391378944244158
1249,2.3218700885772705,1297618.2004436776,8.403762207183977
1250,2.3309476375579834,1293612.0852780535,8.377817411391973
1253,2.309356212615967,1297981.0541796656,8.406112156122877
1254,2.288961887359619,1295777.4347639792,8.39184086002189
1257,2.259103536605835,1297314.139474058,8.401793017722628
1266,2.271327495574951,1296578.445792956,8.397028446178242
1269,2.3162386417388916,1297407.4160274004,8.402397104482144
1270,2.2974436283111572,1300448.142132029,8.422089752991342
1271,2.2783074378967285,1297710.5490739953,8.404360284437427
1276,2.3043699264526367,1297305.8654596116,8.401739432739092
1291,2.2597639560699463,1296281.6744363755,8.395106466423524
1292,2.2469022274017334,1297166.0337230659,8.40083384073788
1293,2.270029306411743,1296719.4577905154,8.397941681901544
1298,2.3156027793884277,1297706.7829259955,8.404335893740521
1299,2.2942652702331543,1297780.711824633,8.40481467932181
1305,2.2691516876220703,1298373.738960306,8.408655299797768
1312,2.3075191974639893,1111445.3803009158,7.198051537138153
1317,2.3023746013641357,1297922.7815189343,8.405734765004444
1319,2.293916940689087,1297674.5427059932,8.404127096466937
1324,2.281475067138672,1297489.3550788444,8.402927766200344
1328,2.2828593254089355,1297069.1417380217,8.400206339365122
1338,2.265300750732422,1296713.8292296568,8.397905229663891
1339,2.25901198387146,1294977.5895548756,8.386660824062496
1340,2.236325740814209,1298775.2685688387,8.411255725214197
1349,2.26789927482605,1297513.180189613,8.403082064718502
1353,2.2707786560058594,1297315.0704076441,8.401799046725985
1359,2.2717761993408203,1296618.0469523056,8.397284915088889
1363,2.2827017307281494,1295423.0535468291,8.389545781640125
1365,2.293457269668579,1297086.429923621,8.400318302807621
1366,2.2636847496032715,1296774.639518646,8.398299055219235
1370,2.2547590732574463,1298828.2773525615,8.411599025896283
1371,2.2450695037841797,1297869.743004306,8.405391271776153
1379,2.2806150913238525,1296725.703786373,8.397982132832269
1380,2.2777390480041504,1298345.1478097055,8.408470134985196
1381,2.2856996059417725,1297314.8858256426,8.401797851317932
1388,2.261857748031616,1295789.1960996701,8.391917029937165
1389,2.249677896499634,1297039.7568915433,8.400016034341492
1395,2.239696502685547,1297541.7202592315,8.403266898715408
1397,2.2393057346343994,1296285.945120942,8.39513412464961
1399,2.2410519123077393,1297531.0108628243,8.403197541472455
1401,2.2833571434020996,1297328.2641274107,8.40188449318744
1405,2.2965378761291504,1296567.9366606479,8.396960385905281
1415,2.262220859527588,1297483.6154760465,8.402890594821999
1416,2.23822283744812,1297593.0459299497,8.403599299056044
1418,2.2221813201904297,1296383.2891032174,8.39576455329115
1425,2.245692253112793,1295657.4477115879,8.391063788109756
1426,2.2579004764556885,1295971.1196744314,8.393095221227677
1430,2.237762928009033,1298005.2114752524,8.406268605968918
1432,2.2900874614715576,1296295.7605904564,8.39519769255558
1433,2.281257390975952,1297116.8598532625,8.400515376101293
1434,2.2474520206451416,1297072.0538225526,8.400225198892459
1439,2.2769134044647217,1297803.02328831,8.404959175010273
1447,2.2332918643951416,1297284.3984544373,8.401600406015572
1452,2.2573251724243164,1297888.522464308,8.405512893156143
1455,2.2668392658233643,1294696.1606008727,8.38483820627951
1456,2.2536747455596924,1295787.0984192793,8.391903444733764
1457,2.240037679672241,1297624.2383144302,8.403801310234492
1461,2.2457220554351807,1297926.8622020788,8.405761192724691
1466,2.273411750793457,1297864.345415883,8.405356315384834
1468,2.2606849670410156,1298276.127986886,8.408023142042003
1472,2.263686418533325,1296720.1232791268,8.397945991804132
1473,2.2456116676330566,1296795.8490897766,8.398436414723163
1479,2.235884666442871,1297744.5176618733,8.404580275136498
1488,2.232550621032715,1296611.248046584,8.397240883349093
1514,2.2284603118896484,1298103.5852184324,8.406905703648986
1515,2.239284038543701,1297133.788273271,8.4006250095946
1516,2.227864980697632,1295049.0245508002,8.387123458386535
1518,2.232384443283081,1296527.3526482778,8.396697551745545
1519,2.251493215560913,1297114.501141812,8.40050010038295
1521,2.241520643234253,1297065.6841563496,8.40018394703572
1522,2.2400434017181396,1296731.9658787616,8.398022688008925
1523,2.2350428104400635,1296514.2473530096,8.396612677947497
1524,2.235396385192871,1297732.3433726034,8.40450143081077
1525,2.2358264923095703,1297536.3896227758,8.403232375924983
1527,2.219311237335205,1297093.8026121547,8.400366050535917
1529,2.2440993785858154,1297621.652942657,8.403784566596348
1534,2.240410566329956,1297766.6423677655,8.404723561325884
1536,2.2159950733184814,1291011.2058795153,8.360973341242985
1542,2.2109358310699463,1298930.1951371392,8.412259075844704
1543,2.2076303958892822,1295485.4954131725,8.389950173776691
1545,2.2083938121795654,1296813.1941432287,8.398548746458824
1546,2.2309112548828125,1295908.6630183067,8.392690733308081
1551,2.21703839302063,1297408.9169728225,8.402406825052038
1555,2.247224807739258,1297347.6619501335,8.402010119268704
1558,2.222524642944336,1296099.487442495,8.393926569152288
1559,2.2381222248077393,1296903.3108870445,8.399132369350099
1563,2.2033772468566895,1296667.5918897092,8.39760578286985
1566,2.1959950923919678,1296730.017487809,8.398010069648421
1570,2.2053325176239014,1299669.3098817787,8.417045803216167
1571,2.204190969467163,1296852.2001561578,8.398801361023873
1576,2.2115426063537598,1296351.4832260048,8.395558568950921
1582,2.187349319458008,1297735.0255514444,8.404518801400338
1584,2.208296060562134,1296213.7799406515,8.394666761433994
1588,2.2463762760162354,1298408.6747802922,8.408881554580244
1589,2.2002320289611816,1296721.718850642,8.39795632520081
1597,2.236778736114502,1298141.5117806299,8.40715132736938
1603,2.23175311088562,1297487.3080820153,8.402914509238792
1607,2.210620880126953,1297067.449044907,8.400195376980022
1609,2.229191303253174,1296640.189383483,8.397428316072508
1610,2.2237277030944824,1299322.7147018516,8.414801149532005
1612,2.247076988220215,1297637.1083194464,8.403884660222745
1614,2.24123215675354,1297309.5329773831,8.401763184677243
1615,2.2251551151275635,1298606.3483776748,8.410161747711378
1622,2.2194480895996094,1296529.5489134598,8.396711775413438
1625,2.197265386581421,1297839.5427886688,8.405195686178839
1626,2.194812297821045,1298550.92220682,8.40980279130975
1638,2.188873529434204,1297287.8331276397,8.401622649982901
1646,2.1857709884643555,1296000.4248843954,8.393285010501508
1648,2.2148056030273438,1298153.243750906,8.407227307105478
1653,2.2049291133880615,1295581.1192368544,8.390569462158503
1656,2.2130837440490723,1297319.925729169,8.401830491235257
1660,2.2111704349517822,1298893.9279815028,8.412024198935768
1667,2.205082893371582,1296539.1756962494,8.39677412132794
1674,2.1869587898254395,1299436.0143882383,8.415534912068793
1675,2.188314199447632,1296353.7990963052,8.395573567217209
1685,2.2062649726867676,1297768.2244537354,8.40473380738615
1687,2.199723482131958,1298199.0888589043,8.407524213688513
1690,2.2028048038482666,1298033.5225276917,8.406451956782321
1706,2.1774370670318604,1297986.357139644,8.406146499672186
1715,2.2008769512176514,1297246.834911754,8.401357133317745
1716,2.2275466918945312,1297510.4114258462,8.403064133379146
1725,2.232414722442627,1297088.0344187575,8.400328693996329
1731,2.19286847114563,1297848.2091429974,8.405251812072384
1732,2.2089951038360596,1268780.210824402,8.216998791557739
1741,2.195638656616211,1281403.7808137739,8.298752793127811
1745,2.1802315711975098,1297696.3438251237,8.404268287012014
1753,2.1799378395080566,1296522.5032574635,8.396666145645325
1754,2.174555778503418,1297171.4584011717,8.400868972570061
1762,2.175565481185913,1295634.7545013204,8.390916820116598
1765,2.2000811100006104,1296424.3930390654,8.396030754630285
1768,2.245861768722534,1297551.7233485503,8.40333168170315
1770,2.2267839908599854,1300055.7886220186,8.419548754723783
1773,2.2403576374053955,1296945.8674739117,8.399407978490183
1777,2.1798715591430664,1295879.9633245259,8.392504865537521
1780,2.1875176429748535,1299148.3387803028,8.41367183909319
1789,2.24627947807312,1298020.162616389,8.406365434014946
1793,2.185706615447998,1296456.9478595834,8.396241589350574
1805,2.215360641479492,1297397.2466103227,8.402331244306263
1813,2.1938443183898926,1297260.227858727,8.401443870033969
1817,2.207294464111328,1296721.6787601942,8.397956065563118
1818,2.205889940261841,1296665.3230018935,8.397591088876137
1819,2.193690061569214,1296677.0844263025,8.397667259365976
1823,2.2055115699768066,1222034.6666725343,7.914260715624928
1845,2.2223408222198486,1297112.8652919012,8.400489506131379
1847,2.2256109714508057,1298143.7938732537,8.407166106881366
1851,2.174687147140503,1298444.7870182684,8.40911542819624
1856,2.1745316982269287,1297190.2409275079,8.400990613808542
1861,2.1779749393463135,1297150.8936468887,8.40073578909222
1862,2.1781771183013916,1294250.540535596,8.381952237924521
1868,2.2029731273651123,1296888.136041027,8.399034092524591
1873,2.170689105987549,1296739.340953096,8.39807045118838
1875,2.1771674156188965,1297452.6048405706,8.402689760704272
1876,2.1641812324523926,1296104.4690442616,8.393958831490039
1877,2.1788218021392822,1296561.9871723596,8.396921855245946
1879,2.1779541969299316,1297528.9781843333,8.40318437724073
1880,2.18884539604187,1298207.7584084172,8.407580360275023
1886,2.190216541290283,1297088.8751757562,8.400334138989232
1893,2.214756488800049,1297306.722549239,8.401744983506964
1895,2.2060530185699463,1297114.7723130304,8.400501856568582
1896,2.216036558151245,1297116.0078277732,8.400509858130286
1902,2.2209579944610596,1297123.9111682635,8.400561042518806
1903,2.2144503593444824,1296046.0435702172,8.393580450707045
1906,2.155334949493408,1297141.4246594931,8.400674465107718
1908,2.1686644554138184,1297458.6010347093,8.402728593844614
1909,2.176628828048706,1296974.5325852523,8.399593622294551
1918,2.183870315551758,1298251.3731097872,8.407862822079986
1920,2.2121217250823975,1300275.0272351906,8.420968609324389
1930,2.2314515113830566,1300222.4492707688,8.420628098756499
1934,2.225008249282837,1298327.2939508434,8.408354508074055
1943,2.194063901901245,1297456.329377862,8.40271388191783
1945,2.1776041984558105,1296517.1312969972,8.396631355228289
1950,2.180178165435791,1299361.7736101735,8.415054106663383
1953,2.200920581817627,1297432.2968560332,8.402558240143831
1954,2.199572801589966,1298091.5150729492,8.40682753378946
1958,2.201021432876587,1296410.3746130487,8.395939967125361
1959,2.1943984031677246,1295645.8872826006,8.390988919326174
1967,2.2228214740753174,1296620.9153244784,8.397303491521967
1971,2.173645496368408,1297456.2892427077,8.402713621990609
1973,2.179614543914795,1297386.6182550914,8.402262411910119
1985,2.180248975753784,1296951.9375889315,8.399447290364181
1986,2.1901209354400635,1297464.3323891417,8.402765711804088
1991,2.202354907989502,1298535.1049454203,8.40970035401076
1995,2.209094285964966,1297551.7056862807,8.403331567317029
