step,train_loss,tok_s,mfu
149,4.151658535003662,2039265.9057759098,6.603446893507963
150,4.1324968338012695,2041711.577191865,6.611366342005821
151,4.107178688049316,2041334.4827429245,6.610145253985684
152,4.063724994659424,2045581.1183063171,6.623896492771916
153,4.057182312011719,2043922.7423943088,6.618526424438305
154,4.046047687530518,2039675.9093214364,6.6047745460869445
155,4.035229682922363,2044118.7484903072,6.6191611213859
156,4.063059329986572,2040443.532212563,6.607260223399276
157,4.034907341003418,2044647.0274671079,6.620871767436706
158,4.029503345489502,2040023.228275613,6.605899216617902
159,4.0069684982299805,2039383.7014492354,6.603828333452057
160,4.008817195892334,2037722.326568721,6.598448554011517
161,4.009875297546387,2042799.527144286,6.614889286077635
162,3.994601249694824,2043828.3029307975,6.618220615382123
163,3.991300582885742,2040632.8957607753,6.607873410787269
164,3.905538558959961,2039892.9772481124,6.6054774443809
165,3.889601707458496,2040945.3537946446,6.60888519646331
166,3.874154806137085,2042523.3725069633,6.613995056209528
167,3.874631643295288,2042058.6055596112,6.612490071574613
168,3.853975296020508,2043342.3846157237,6.616647139466558
169,3.8780529499053955,2046493.6767304917,6.626851492938492
170,3.855426788330078,2041473.5237780162,6.610595489577152
171,3.858933210372925,2041927.338007854,6.612065007680585
172,3.8100740909576416,2046661.634192689,6.627395364230042
173,3.791785955429077,2037881.191501068,6.598962982336447
174,3.7837228775024414,2039428.9790630837,6.603974949112948
175,3.7820584774017334,2040730.573920378,6.608189707224023
176,3.7904767990112305,2043276.1789345855,6.616432755605088
177,3.7743582725524902,2043576.4741645493,6.617405156309587
178,3.7789084911346436,2040350.8343113004,6.606960053781181
179,3.752983331680298,2044217.9462631491,6.619482338556774
180,3.766974925994873,2016479.626168215,6.529661524535796
181,3.7288639545440674,2040556.6898585446,6.607626644719672
182,3.7137506008148193,2037909.3317467684,6.5990541046454725
183,3.715622901916504,1945148.641459677,6.29868116633418
184,3.737144947052002,2041069.2732202674,6.609286466029903
185,3.692221164703369,2041694.5662822484,6.611311258145523
186,3.7022502422332764,1971846.5107622456,6.3851328456419125
187,3.68887996673584,1978405.260440418,6.406371054482139
188,3.6308066844940186,2034475.7065134274,6.58793551446243
189,3.6299843788146973,2041962.5826738412,6.612179135161197
190,3.6476266384124756,1991537.0870045994,6.448893865796604
191,3.5977261066436768,1709417.668216409,5.53534914643529
192,3.625819206237793,1407478.6471526334,4.557625601396274
193,3.589064836502075,2043839.4922680226,6.618256848123489
194,3.5938119888305664,2043899.3690069506,6.618450737926946
195,3.586233377456665,2045019.6863661145,6.622078492485173
196,3.6370887756347656,2045521.5061128996,6.623703459606245
197,3.6444156169891357,2041833.057995797,6.611759714951974
198,3.6402478218078613,2041121.4039259262,6.609455273023322
199,3.612056255340576,2041140.405814994,6.609516803971778
200,3.63045072555542,2041651.1448252653,6.6111706529971626
201,3.607698678970337,2035885.518888536,6.592500697022717
202,3.603149175643921,2039704.3024970032,6.60486648742057
203,3.591834306716919,2038922.298791777,6.602334242889163
204,3.547361373901367,2039572.0778698712,6.604438324373854
205,3.5126094818115234,2040204.052567439,6.606484752621202
206,3.513951063156128,2039438.9302931284,6.604007172678762
207,3.5121021270751953,2040763.75068017,6.6082971385162175
208,3.5181565284729004,2043125.700650208,6.615945484496058
209,3.517700433731079,2041417.3182814857,6.610413487803665
210,3.5167014598846436,2041513.075257154,6.610723563160546
211,3.5099637508392334,2038490.871076005,6.600937215654304
212,3.495187282562256,2038943.3303204025,6.602402346112962
213,3.534754514694214,2040098.941849202,6.606144388451991
214,3.5022499561309814,2040752.1044848317,6.6082594264002
215,3.502469062805176,2044374.9100173237,6.619990610583469
216,3.451925039291382,2043889.9468952413,6.618420227725153
217,3.4358322620391846,2043591.363743651,6.617453370985558
218,3.4372482299804688,2044733.8491783438,6.621152909075826
219,3.4273407459259033,2041190.271315506,6.609678275893373
220,3.4608216285705566,2040117.1814603307,6.606203451030885
221,3.472583770751953,2046289.7723570017,6.626191220191381
222,3.4597699642181396,2044528.9748074408,6.620489495332543
223,3.471505641937256,2042912.9402928245,6.615256534753386
224,3.4376204013824463,2041318.7110317484,6.610094182834603
225,3.4269518852233887,2042022.0025234465,6.612371545488943
226,3.4100897312164307,2042005.331412209,6.612317561946433
227,3.4004342555999756,2037046.6895439597,6.596260740642175
228,3.4373912811279297,2038177.0039389527,6.599920867092171
229,3.4339826107025146,2043709.6397543612,6.617836366333683
230,3.45583176612854,2041859.9367428203,6.611846752340296
231,3.430046796798706,2037380.6636309107,6.5973421985044105
232,3.388261079788208,2042989.6795369417,6.615505027861489
233,3.376300096511841,2045917.3131172056,6.6249851416691925
234,3.3651535511016846,2044597.504228159,6.620711403809057
235,3.3954386711120605,2041780.4178193172,6.611589258216115
236,3.360229969024658,2043271.704656398,6.616418267225561
237,3.3572356700897217,2040540.7008431025,6.607574869904993
238,3.360238552093506,2041929.4991366835,6.612072005737786
239,3.3608381748199463,2042986.934023452,6.615496137479675
240,3.3691890239715576,2042876.7503944617,6.6151393464694825
241,3.372385263442993,2040848.8099654687,6.608572573157516
242,3.366373300552368,2040972.5984893807,6.60897341884486
243,3.348620653152466,2039354.11739226,6.603732535866966
244,3.313035011291504,2036199.2529643225,6.593516614712644
245,3.306471586227417,2037691.8977499907,6.598350020961978
246,3.3231759071350098,2039109.24770878,6.602939611341473
247,3.3070526123046875,2043292.331291556,6.616485059343975
248,3.3344151973724365,2043768.1076931253,6.61802569423227
249,3.3315539360046387,2038084.603958437,6.599621662185852
250,3.3288304805755615,2042681.5633702495,6.614507301798389
251,3.3082985877990723,2042242.3673213818,6.613085119543334
252,3.3065271377563477,2041997.1316597913,6.612291009926182
253,3.3171145915985107,2043321.895335596,6.616580792124201
254,3.2837958335876465,2043935.4576934937,6.618567598471895
255,3.2810235023498535,2039965.4496533808,6.605712120828968
256,3.294992208480835,2041190.1242982985,6.609677799829747
257,3.280031681060791,2044301.8848416947,6.619754144182599
258,3.278510093688965,2040027.7002451716,6.605913697521745
259,3.279681444168091,2041685.8621651148,6.6112830729171606
260,3.2906887531280518,2042666.1329433434,6.614457335776631
261,3.2697784900665283,2041018.3668047753,6.609121623470485
262,3.2964847087860107,2042368.9802959815,6.613495111222903
263,3.2804040908813477,2036812.7809372242,6.595503309716596
264,3.27907395362854,2042928.1266808638,6.615305710540927
265,3.284580707550049,2041225.8163754507,6.609793376094385
266,3.272188901901245,2041858.2886708996,6.611841415637823
267,3.247971296310425,2041822.5357070642,6.61172564221303
268,3.3033692836761475,2038494.0434153883,6.600947488161967
269,3.3039162158966064,2043679.6283353257,6.617739184886556
270,3.2926483154296875,2043163.2250843435,6.616066994205666
271,3.294464349746704,2043496.549687537,6.617146348942707
272,3.2311878204345703,2045952.9232013046,6.625100452428105
273,3.2335078716278076,2040004.3335033595,6.605838032529656
274,3.2384324073791504,2043577.9935807134,6.61741007640555
275,3.2273788452148438,2040695.2625536933,6.608075363756612
276,3.223707437515259,2048004.2750089595,6.631743035272934
277,3.229283571243286,2041998.9807736825,6.612296997632515
278,3.217435598373413,2044517.118169271,6.620451101771277
279,3.2104103565216064,2042726.1409168588,6.614651650537239
280,3.260040044784546,2040224.3493598804,6.606550476659747
281,3.2578067779541016,2041329.4526583545,6.610128965822265
282,3.250682830810547,2044757.1080792546,6.621228224863007
283,3.254063129425049,2043405.1371480906,6.61685034151772
284,3.2169463634490967,2039563.9085566448,6.604411870920241
285,3.219043731689453,2042698.5240774315,6.614562223095723
286,3.225870370864868,2041537.582561432,6.610802921463867
287,3.2135183811187744,1896044.9458718677,6.139676082607394
288,3.2683019638061523,2038544.255273405,6.601110081640778
289,3.2551043033599854,1811455.1587582598,5.865761746396629
290,3.246112108230591,2042310.7932605175,6.6133066929310615
291,3.2594480514526367,2040004.9685160732,6.605840088795452
292,3.217275857925415,2039719.5205725,6.604915765816822
293,3.1841835975646973,2037894.5169292893,6.599006132058778
294,3.1927859783172607,2042178.688877682,6.612878919253296
295,3.1952691078186035,2041109.724843028,6.609417454412486
296,3.221341848373413,2042303.7724544425,6.613283958514753
297,3.204939603805542,2041349.1538820795,6.610192761320556
298,3.2246086597442627,2046966.2970124236,6.628381907841077
299,3.215488910675049,2044480.5834058058,6.6203327967627805
300,3.2111713886260986,2044067.4906162194,6.618995140751174
301,3.202404022216797,2040914.0470790323,6.608783820652844
302,3.1895244121551514,2044824.2272247989,6.621445566658347
303,3.223625421524048,2043489.4221623456,6.617123268953998
304,3.243840217590332,2039819.571534023,6.6052397457397864
305,3.209304094314575,2040788.0016844817,6.608375666882055
306,3.2028250694274902,2041539.2807945558,6.6108084205957915
307,3.2005786895751953,2041251.3966306904,6.6098762087728105
308,3.231309413909912,2042867.3307437673,6.615108844236822
309,3.23517107963562,2040308.9646992998,6.606824473738131
310,3.234952688217163,2046139.2122265669,6.625703684052622
311,3.234506607055664,2045525.9134354102,6.623717731173312
312,3.188002824783325,2042109.5022356773,6.61265488259632
313,3.195829391479492,2040986.063693498,6.609017021182371
314,3.1764955520629883,2042121.1549805128,6.612692615920585
315,3.1843276023864746,2040013.864688133,6.605868895926284
316,3.1704254150390625,2042424.748883824,6.613675698220951
317,3.189582347869873,2041766.432249809,6.611543970857922
318,3.182692289352417,2042771.234772463,6.614797671161554
319,3.17141056060791,2042555.7909437984,6.6141000319389835
320,3.1679646968841553,2041740.7297556752,6.611460742351742
321,3.1694133281707764,2043780.9206568825,6.618067184518299
322,3.1725668907165527,2039031.1205009588,6.602686623800061
323,3.1657094955444336,2042552.8178183574,6.614090404515752
324,3.161158561706543,2043925.2444053425,6.618534526322881
325,3.156506061553955,2038809.8753394107,6.601970198997101
326,3.153702735900879,2042498.7380875342,6.613915286288405
327,3.135941505432129,2045648.1638537084,6.62411359624547
328,3.1608805656433105,2041527.7390267423,6.610771046631663
329,3.1809072494506836,2042298.7266531345,6.613267619458194
330,3.160003662109375,2044987.8477311246,6.621975394240495
331,3.162071943283081,2035713.1501121386,6.591942541238415
332,3.2021186351776123,2042228.7900757026,6.613041154398548
333,3.1942179203033447,2039277.0719839458,6.6034830513535665
334,3.1936089992523193,2041120.6967009394,6.609452982923425
335,3.183323383331299,2037980.2432661196,6.599283726712339
336,3.174657106399536,2038166.4044098647,6.599886544237446
337,3.1678061485290527,2042803.5695441915,6.614902375970925
338,3.1458423137664795,2044838.1500397255,6.621490650807853
339,3.1671009063720703,2041162.3950084802,6.6095880082571075
340,3.1625707149505615,2041027.559846441,6.609151391909342
341,3.158841609954834,2040888.312415043,6.608700487975877
342,3.133632183074951,2040180.2818570258,6.606407779518582
343,3.1649975776672363,2038099.9008717579,6.599671195870725
344,3.164186954498291,2041530.2938053072,6.610779319385367
345,3.1346843242645264,2044553.1011044832,6.620567619877658
346,3.156792163848877,2041315.3013935902,6.610083141918144
347,3.1303670406341553,2040444.6370149092,6.607263800913909
348,3.1376261711120605,2041783.3380053616,6.61159871421369
349,3.1227924823760986,2040701.682530786,6.608096152599141
350,3.1262359619140625,2041249.3164105285,6.609869472709934
351,3.116421699523926,2039884.3976150777,6.605449662250599
352,3.1141252517700195,2043941.0315188102,6.618585647348879
353,3.1098294258117676,2042861.9737104787,6.61509149736473
354,3.1244418621063232,2038134.3945403725,6.599782891509933
355,3.140371799468994,2038304.5090089303,6.600333747509514
356,3.123901605606079,2044042.9683570918,6.618915734021822
357,3.11108136177063,2040967.8800490168,6.608958139831822
358,3.122671365737915,2040600.1640524692,6.6077674206381065
359,3.11069393157959,2037206.5662720725,6.596778445312572
360,3.147143602371216,2036660.9409290964,6.595011629143141
361,3.1501243114471436,2042989.8666180521,6.615505633658005
362,3.1619105339050293,2044150.5192226015,6.619263999751531
363,3.150994062423706,2040643.3521786276,6.607907270226485
364,3.1129045486450195,2041467.7219500483,6.6105767023936055
365,3.120429039001465,2043453.9236656562,6.617008319531744
366,3.1254773139953613,2046671.2736268574,6.627426578154344
367,3.1090261936187744,2040004.705580943,6.605839237372317
368,3.1281392574310303,2041183.325759561,6.6096557851482
369,3.11777925491333,2042252.7348340603,6.61311869109435
370,3.1273748874664307,2040115.0747739878,6.60619662926657
371,3.1315524578094482,2042100.0349754947,6.612624226197041
372,3.1402463912963867,2041493.4364505603,6.610659969778229
373,3.1673085689544678,2042571.0675140074,6.6141494997498285
374,3.127819776535034,2043329.1252183802,6.6166042035620505
375,3.148886203765869,2045206.4138121286,6.622683143781417
376,3.1148979663848877,2038989.0502905473,6.602550394189463
377,3.108818531036377,2042968.042026843,6.615434962379376
378,3.0935635566711426,2041973.0169348058,6.61221292285311
379,3.10764741897583,2043830.693165994,6.618228355319881
380,3.074483871459961,2042074.1739542622,6.61254048435649
381,3.0878965854644775,2039890.8938429903,6.605470698004645
382,3.0854811668395996,2041984.79735951,6.6122510696238175
383,3.069368600845337,1804497.6561478411,5.843232316139782
384,3.112205982208252,2044342.622136504,6.619886057613848
385,3.1163442134857178,2044859.3416741304,6.6215592724780254
386,3.1158483028411865,2037794.4388852492,6.5986820644385835
387,3.108802318572998,2046565.5034797457,6.62708407865617
388,3.1045773029327393,2039094.3232475,6.602891283711811
389,3.1023495197296143,2038659.344675397,6.601482758275005
390,3.1067309379577637,2039189.8118500488,6.603200490036537
391,3.086832046508789,2041692.9910282516,6.611306157238338
392,3.0959763526916504,2042012.7329184772,6.612341529126699
393,3.0963969230651855,2039537.898503041,6.604327646490662
394,3.1017022132873535,2043765.322244182,6.618016674533505
395,3.107726573944092,2038065.5628608267,6.599560004274292
396,3.07804274559021,2041354.5616016667,6.610210272322437
397,3.0817179679870605,2038845.204738432,6.602084600855905
398,3.0781688690185547,2037248.073141814,6.5969128507421315
399,3.0726609230041504,2041568.648052349,6.610903516152823
400,3.0531206130981445,2041924.9820444526,6.612057378720007
401,3.066291093826294,2043705.034122543,6.617821452611526
402,3.062716007232666,2042062.3129616615,6.612502076694929
403,3.0584263801574707,2042048.9120945707,6.612458682690297
404,3.076585054397583,2041633.8993939552,6.611114809720673
405,3.0573127269744873,2042954.5387177076,6.6153912366521395
406,3.075678586959839,2044448.7864684798,6.6202298335413525
407,3.0564112663269043,2045184.42416252,6.622611938019096
408,3.0397984981536865,2043533.1319280234,6.6172648076888745
409,3.0342395305633545,2043324.8050013883,6.616590214055633
410,3.048516035079956,2039279.9156088377,6.603492259434724
411,3.036954164505005,2045808.216175418,6.6246318695141015
412,3.049046516418457,2041965.958686418,6.612190067193014
413,3.0545225143432617,2044133.4028930685,6.6192085745258336
414,3.0539591312408447,2041055.277526667,6.609241145888391
415,3.044785737991333,2042364.8560774622,6.613481756388747
416,3.0144197940826416,2041058.0387084647,6.609250087006521
417,3.0273935794830322,2041080.1979601784,6.609321841965735
418,3.026291847229004,2040822.8584859332,6.6084885383995
419,3.023451805114746,2042599.3772202735,6.614241170797419
420,3.0339479446411133,2040199.1550790954,6.606468893824123
421,3.0173490047454834,2038111.5346418186,6.599708867751842
422,3.0225839614868164,2040902.530254855,6.6087465274599255
423,3.0276622772216797,2040093.748169297,6.606127570542498
424,3.059159278869629,2042114.1434324302,6.612669911483033
425,3.082502603530884,2044492.3459422532,6.620370885608648
426,3.084636926651001,2037169.9133527647,6.596659757697849
427,3.0613343715667725,2040084.7977172178,6.6060985876448735
428,3.0113301277160645,2041540.853823764,6.61081351429878
429,3.007685661315918,2039622.745535818,6.604602393826667
430,3.014112710952759,2040615.9474968847,6.607818529783166
431,3.003692150115967,2041027.556866639,6.609151382260299
432,3.014030694961548,2039546.8530827009,6.60435664275401
433,3.0053536891937256,2040864.2804755254,6.608622668974489
434,3.0238027572631836,2038334.9709858247,6.6004323879301285
435,3.003455877304077,2040560.6350322622,6.607639419780077
436,3.015721321105957,2039437.0163967565,6.604000975197101
437,3.0123987197875977,2039608.427494316,6.604556029874614
438,2.9838805198669434,2039358.8075510236,6.603747723299967
439,3.007512331008911,2043305.2000067546,6.61652673016148
440,3.0082545280456543,2044051.8390173,6.6189444585414785
441,3.0127859115600586,2042575.1100044851,6.614162589936405
442,3.004581928253174,2041624.3331895361,6.611083832925213
443,2.99049973487854,2043193.0222764648,6.616163481954121
444,2.9976539611816406,2036432.4600551603,6.594271774025207
445,2.9933149814605713,2039671.2216717226,6.60475936677862
446,3.0037055015563965,2045747.2636685043,6.6244344962135955
447,2.995819568634033,2044720.173993059,6.621108626788002
448,2.9825758934020996,2045176.4012992457,6.622585958792248
449,2.9854207038879395,2038986.2391958318,6.602541291445865
450,2.9797232151031494,2042402.6131388776,6.613604019380152
451,2.967902421951294,2040192.352223762,6.606446865164795
452,2.9732272624969482,2042501.8731816073,6.613925438190206
453,2.9772579669952393,2042082.2818623958,6.612566738971265
454,2.973085641860962,2041319.8128081267,6.610097750550701
455,2.980648994445801,2042907.1989376063,6.615237943389615
456,2.989621162414551,2039410.3313045846,6.6039145648920465
457,2.9834461212158203,2043532.55843801,6.61726295064275
458,2.9818480014801025,2042303.9196323415,6.6132844350987225
459,2.9827144145965576,2041917.6010559169,6.6120334779792165
460,2.953981876373291,2038065.052845149,6.599558352767526
461,2.9421815872192383,2042114.217007599,6.612670149730395
462,2.9500670433044434,2041501.776239812,6.610686975258617
463,2.9541125297546387,2043670.186342385,6.617708610306372
464,2.9527759552001953,2044228.9595331757,6.619518001166315
465,2.9726579189300537,2045123.9276411554,6.622416041267748
466,2.9619288444519043,2041462.4278977895,6.610559559463475
467,2.940218448638916,2042267.6130851253,6.613166869088449
468,2.934258222579956,2044486.6006891993,6.620352281623103
469,2.946028232574463,2043802.2636708745,6.6181362963781325
470,2.930405616760254,2039029.1409558465,6.6026802137379965
471,2.9246084690093994,2043293.802505625,6.616489823354371
472,2.889436721801758,2041405.4460399842,6.610375043716488
473,2.871145009994507,2038492.4354481448,6.600942281324415
474,2.880439281463623,2040697.1172537308,6.60808136955172
475,2.8711349964141846,2037017.3167000462,6.596165626996455
476,2.884174108505249,2040360.6258054927,6.606991760098502
477,2.8777804374694824,2039300.7710842188,6.6035597925718825
478,2.8700289726257324,2045655.1308487323,6.624136156413576
479,2.862440586090088,2002854.4413797979,6.485541145771206
480,2.8724660873413086,2043741.7054871358,6.61794019995483
481,2.8806755542755127,2044254.5154792524,6.619600755128048
482,2.8968515396118164,2041989.9310826703,6.612267693384435
483,2.872767448425293,2040621.104123429,6.607835227708356
484,2.8725318908691406,2042083.0673036987,6.61256928234725
485,2.872936725616455,2040854.4613067724,6.608590873042817
486,2.8575937747955322,2040624.8767971701,6.607847444188132
487,2.8535897731781006,2040621.7603691437,6.6078373527297725
488,2.8539841175079346,2039324.6383063796,6.6036370781939215
489,2.8445472717285156,2044407.1172054678,6.620094902258182
490,2.838942050933838,2041238.8766299007,6.609835667144528
491,2.8363165855407715,2038198.1597484956,6.599989372756101
492,2.846254587173462,2045806.8341391066,6.624627394274574
493,2.844233512878418,2042253.3434040672,6.61312066173472
494,2.8491716384887695,2041801.1515222797,6.611656397036035
495,2.839517831802368,2044765.0209912134,6.621253848051108
496,2.843467950820923,2042960.2753631931,6.615409812765092
497,2.8324990272521973,2041211.1321082977,6.6097458262491
