mp_id,category,config,nmae,seconds,grid,mass_captured,effective_threshold
mp-1787846,oxide,cutoff-top-100pct,2.140880563022456e-08,0.006940457999007776,"(128, 128, 128)",1.0,1.5704987049102783
mp-1787846,oxide,fourier-lowg-0.25pct,0.07244771176102113,0.02158154101925902,"(128, 128, 128)",,
mp-1787846,oxide,fourier-lowg-0.5pct,0.02115453332684074,0.022053083026548848,"(128, 128, 128)",,
mp-1787846,oxide,fourier-lowg-1pct,0.008156917079885589,0.030310041009215638,"(128, 128, 128)",,
mp-1787846,oxide,fourier-lowg-5pct,0.0010827304090967934,0.03823904198361561,"(128, 128, 128)",,
mp-1787846,oxide,fourier-lowg-25pct,0.0008573412120118075,0.025566625001374632,"(128, 128, 128)",,
mp-1787846,oxide,fourier-lowg-100pct,4.262637506729074e-08,0.025474958994891495,"(128, 128, 128)",,
mp-1787846,oxide,delta-fourier-lowg-0.25pct,0.058151053446567694,0.5427034580206964,"(128, 128, 128)",,
mp-1787846,oxide,delta-fourier-lowg-0.5pct,0.0204539586125165,0.5095500000170432,"(128, 128, 128)",,
mp-1787846,oxide,delta-fourier-lowg-1pct,0.008174469625746262,0.5274461669905577,"(128, 128, 128)",,
mp-1787846,oxide,delta-fourier-lowg-5pct,0.001082740427553264,0.5126345000171568,"(128, 128, 128)",,
mp-1787846,oxide,delta-fourier-lowg-25pct,0.0008573555017399419,0.5206801669846755,"(128, 128, 128)",,
mp-1819569,oxychalcogenide,direct,2.157120611461798e-08,0.0006237500056158751,"(128, 128, 128)",,
mp-1819569,oxychalcogenide,cutoff-top-1pct,0.8599599262262981,0.008022791997063905,"(128, 128, 128)",0.1400400847196579,2219.125732421875
mp-1819569,oxychalcogenide,cutoff-top-5pct,0.5727949801311709,0.008978375000879169,"(128, 128, 128)",0.42720502614974976,890.8384399414062
mp-1819569,oxychalcogenide,cutoff-top-25pct,0.1692351864180515,0.010381000000052154,"(128, 128, 128)",0.830764889717102,169.0128631591797
mp-1819569,oxychalcogenide,cutoff-top-100pct,2.157120611461798e-08,0.00644800000009127,"(128, 128, 128)",1.0000001192092896,-117.59345245361328
mp-1819569,oxychalcogenide,fourier-lowg-0.25pct,0.17098598694760794,0.021013207995565608,"(128, 128, 128)",,
